Datetime,Open,High,Low,Close,Adj Close,Volume,"('Close', 'MSFT')","('High', 'MSFT')","('Low', 'MSFT')","('Open', 'MSFT')","('Volume', 'MSFT')"
2025-01-22 09:30:00-05:00,437.4700012207031,438.739990234375,436.7999877929688,438.5899963378906,438.5899963378906,2367731.0,,,,,
2025-01-22 09:31:00-05:00,438.6099853515625,438.6099853515625,437.2099914550781,437.7900085449219,437.7900085449219,289142.0,,,,,
2025-01-22 09:32:00-05:00,437.80999755859375,438.0999145507813,436.8399963378906,437.885009765625,437.885009765625,172583.0,,,,,
2025-01-22 09:33:00-05:00,437.7699890136719,437.9100036621094,437.0700073242188,437.2800903320313,437.2800903320313,163476.0,,,,,
2025-01-22 09:34:00-05:00,437.239990234375,437.6199951171875,437.1099853515625,437.4599914550781,437.4599914550781,136441.0,,,,,
2025-01-22 09:35:00-05:00,437.4800109863281,439.2300109863281,437.4800109863281,438.9249877929688,438.9249877929688,238236.0,,,,,
2025-01-22 09:36:00-05:00,438.8800048828125,439.1900024414063,438.3500061035156,438.3550109863281,438.3550109863281,180224.0,,,,,
2025-01-22 09:37:00-05:00,438.30999755859375,438.6000061035156,437.7999877929688,438.30999755859375,438.30999755859375,143864.0,,,,,
2025-01-22 09:38:00-05:00,438.4100036621094,438.4100036621094,436.8200073242188,436.8800048828125,436.8800048828125,122714.0,,,,,
2025-01-22 09:39:00-05:00,436.8414916992188,437.0799865722656,436.343505859375,436.8299865722656,436.8299865722656,91827.0,,,,,
2025-01-22 09:40:00-05:00,436.8299865722656,436.99951171875,436.239990234375,436.4800109863281,436.4800109863281,74589.0,,,,,
2025-01-22 09:41:00-05:00,436.4234008789063,436.739990234375,436.0,436.6499938964844,436.6499938964844,87031.0,,,,,
2025-01-22 09:42:00-05:00,436.6950073242188,438.0,436.6734008789063,437.9299926757813,437.9299926757813,88795.0,,,,,
2025-01-22 09:43:00-05:00,438.0,438.1499938964844,437.5299987792969,437.885009765625,437.885009765625,89615.0,,,,,
2025-01-22 09:44:00-05:00,437.8500061035156,438.30999755859375,437.6799926757813,437.989990234375,437.989990234375,75735.0,,,,,
2025-01-22 09:45:00-05:00,438.05859375,438.8200073242188,437.8800048828125,438.8200073242188,438.8200073242188,79271.0,,,,,
2025-01-22 09:46:00-05:00,438.7799987792969,438.8399963378906,438.1749877929688,438.3399963378906,438.3399963378906,88862.0,,,,,
2025-01-22 09:47:00-05:00,438.3399963378906,438.3599853515625,437.5,437.9049987792969,437.9049987792969,53166.0,,,,,
2025-01-22 09:48:00-05:00,437.9100036621094,438.8499145507813,437.9100036621094,438.8499145507813,438.8499145507813,77213.0,,,,,
2025-01-22 09:49:00-05:00,438.7749938964844,438.83990478515625,438.3500061035156,438.5799865722656,438.5799865722656,54713.0,,,,,
2025-01-22 09:50:00-05:00,438.6499938964844,439.2699890136719,438.6499938964844,439.1683044433594,439.1683044433594,91643.0,,,,,
2025-01-22 09:51:00-05:00,439.1400146484375,439.5799865722656,438.9500122070313,439.30999755859375,439.30999755859375,114361.0,,,,,
2025-01-22 09:52:00-05:00,439.3800048828125,439.6400146484375,438.8511047363281,439.489990234375,439.489990234375,75157.0,,,,,
2025-01-22 09:53:00-05:00,439.489990234375,439.7300109863281,439.1700134277344,439.7200012207031,439.7200012207031,78914.0,,,,,
2025-01-22 09:54:00-05:00,439.7000122070313,439.8624877929688,439.3999938964844,439.7950134277344,439.7950134277344,78310.0,,,,,
2025-01-22 09:55:00-05:00,439.7449951171875,439.8999938964844,439.6199951171875,439.7059020996094,439.7059020996094,49305.0,,,,,
2025-01-22 09:56:00-05:00,439.7000122070313,439.989990234375,439.6400146484375,439.9299926757813,439.9299926757813,96794.0,,,,,
2025-01-22 09:57:00-05:00,439.9599914550781,441.2763977050781,439.9100036621094,441.2763977050781,441.2763977050781,248791.0,,,,,
2025-01-22 09:58:00-05:00,441.2099914550781,441.8599853515625,440.8500061035156,441.281005859375,441.281005859375,175674.0,,,,,
2025-01-22 09:59:00-05:00,441.239990234375,441.8999938964844,441.0899963378906,441.2850036621094,441.2850036621094,113186.0,,,,,
2025-01-22 10:00:00-05:00,441.2850036621094,441.8999938964844,441.0799865722656,441.8599853515625,441.8599853515625,98532.0,,,,,
2025-01-22 10:01:00-05:00,441.8550109863281,441.8550109863281,440.8299865722656,440.9299926757813,440.9299926757813,73262.0,,,,,
2025-01-22 10:02:00-05:00,440.9599914550781,441.0,440.0400085449219,440.75,440.75,102727.0,,,,,
2025-01-22 10:03:00-05:00,440.7900085449219,440.9500122070313,440.2699890136719,440.4500122070313,440.4500122070313,52637.0,,,,,
2025-01-22 10:04:00-05:00,440.4216918945313,440.5650024414063,439.8999938964844,439.8999938964844,439.8999938964844,64914.0,,,,,
2025-01-22 10:05:00-05:00,439.9700012207031,440.3172912597656,439.5499877929688,439.8250122070313,439.8250122070313,46909.0,,,,,
2025-01-22 10:06:00-05:00,439.9494934082031,440.0700073242188,439.6300048828125,440.0700073242188,440.0700073242188,71102.0,,,,,
2025-01-22 10:07:00-05:00,440.06829833984375,440.3999938964844,439.8005065917969,439.8999938964844,439.8999938964844,66991.0,,,,,
