Datetime,Open,High,Low,Close,Adj Close,Volume,"('Close', 'AAPL')","('High', 'AAPL')","('Low', 'AAPL')","('Open', 'AAPL')","('Volume', 'AAPL')"
2025-01-23 09:30:00-05:00,224.72999572753903,225.4788055419922,224.5,225.0601043701172,225.0601043701172,2353399.0,,,,,
2025-01-23 09:31:00-05:00,225.0695037841797,226.05999755859372,225.0500030517578,225.92709350585935,225.92709350585935,679264.0,,,,,
2025-01-23 09:32:00-05:00,225.8999938964844,226.25999450683597,225.50010681152344,225.57000732421875,225.57000732421875,581942.0,,,,,
2025-01-23 09:33:00-05:00,225.55160522460935,225.77999877929688,225.32850646972656,225.63999938964844,225.63999938964844,301623.0,,,,,
2025-01-23 09:34:00-05:00,225.6699981689453,225.6699981689453,225.17100524902344,225.2799072265625,225.2799072265625,237530.0,,,,,
2025-01-23 09:35:00-05:00,225.2700042724609,225.77999877929688,225.22999572753903,225.6499938964844,225.6499938964844,196294.0,,,,,
2025-01-23 09:36:00-05:00,225.6580047607422,225.6580047607422,224.7736968994141,224.7736968994141,224.7736968994141,281916.0,,,,,
2025-01-23 09:37:00-05:00,224.77999877929688,225.1000061035156,224.6820068359375,224.9199981689453,224.9199981689453,313629.0,,,,,
2025-01-23 09:38:00-05:00,224.92999267578125,225.5200042724609,224.91000366210935,225.50999450683597,225.50999450683597,182155.0,,,,,
2025-01-23 09:39:00-05:00,225.4750061035156,225.6000061035156,225.3249969482422,225.5399932861328,225.5399932861328,176366.0,,,,,
2025-01-23 09:40:00-05:00,225.5301055908203,225.7404937744141,225.5301055908203,225.66000366210935,225.66000366210935,170613.0,,,,,
2025-01-23 09:41:00-05:00,225.6499938964844,225.82000732421875,225.17999267578125,225.2700042724609,225.2700042724609,245918.0,,,,,
2025-01-23 09:42:00-05:00,225.30999755859372,225.45989990234372,225.1100006103516,225.22999572753903,225.22999572753903,135842.0,,,,,
2025-01-23 09:43:00-05:00,225.2350006103516,225.2350006103516,224.8999938964844,224.9501037597656,224.9501037597656,164799.0,,,,,
2025-01-23 09:44:00-05:00,224.9196929931641,225.05999755859372,224.72999572753903,224.7700042724609,224.7700042724609,213180.0,,,,,
2025-01-23 09:45:00-05:00,224.42999267578125,224.44000244140625,224.42999267578125,224.44000244140625,224.44000244140625,331693.0,,,,,
2025-01-23 09:46:00-05:00,224.44000244140625,224.8199005126953,224.38949584960935,224.77999877929688,224.77999877929688,192026.0,,,,,
2025-01-23 09:47:00-05:00,224.7949981689453,224.86610412597656,224.69000244140625,224.6999969482422,224.6999969482422,146330.0,,,,,
2025-01-23 09:48:00-05:00,224.6999969482422,224.97999572753903,224.6999969482422,224.9499969482422,224.9499969482422,87374.0,,,,,
2025-01-23 09:49:00-05:00,224.9600067138672,224.9900054931641,224.69000244140625,224.8999938964844,224.8999938964844,114025.0,,,,,
2025-01-23 09:50:00-05:00,224.92999267578125,225.0,224.68499755859372,224.9900054931641,224.9900054931641,139918.0,,,,,
2025-01-23 09:51:00-05:00,225.0,225.1999969482422,224.9499969482422,225.0500030517578,225.0500030517578,151740.0,,,,,
2025-01-23 09:52:00-05:00,225.05999755859372,225.3600006103516,225.0399932861328,225.2949981689453,225.2949981689453,143301.0,,,,,
2025-01-23 09:53:00-05:00,225.2949981689453,225.3500061035156,225.1199951171875,225.2169952392578,225.2169952392578,118680.0,,,,,
2025-01-23 09:54:00-05:00,225.1999969482422,225.50999450683597,225.17999267578125,225.5,225.5,151003.0,,,,,
2025-01-23 09:55:00-05:00,225.4900054931641,225.5800018310547,225.02999877929688,225.0399932861328,225.0399932861328,186820.0,,,,,
2025-01-23 09:56:00-05:00,225.03790283203125,225.0399932861328,224.6699981689453,224.9398956298828,224.9398956298828,190942.0,,,,,
2025-01-23 09:57:00-05:00,224.9369964599609,225.07000732421875,224.8500061035156,225.06790161132807,225.06790161132807,90642.0,,,,,
2025-01-23 09:58:00-05:00,225.0500030517578,225.1000061035156,224.8699951171875,224.9904937744141,224.9904937744141,124808.0,,,,,
2025-01-23 09:59:00-05:00,224.9904937744141,225.25999450683597,224.9698944091797,225.1649932861328,225.1649932861328,198632.0,,,,,
2025-01-23 10:00:00-05:00,225.19000244140625,225.2400054931641,224.97000122070312,225.05499267578125,225.05499267578125,167462.0,,,,,
2025-01-23 10:01:00-05:00,225.05499267578125,225.1898956298828,224.9600067138672,224.97999572753903,224.97999572753903,123920.0,,,,,
2025-01-23 10:02:00-05:00,224.97999572753903,225.1000061035156,224.8903045654297,225.1000061035156,225.1000061035156,106945.0,,,,,
2025-01-23 10:03:00-05:00,225.08999633789065,225.4600067138672,225.07000732421875,225.4499969482422,225.4499969482422,255484.0,,,,,
2025-01-23 10:04:00-05:00,225.4600067138672,225.6194000244141,225.44000244140625,225.5200042724609,225.5200042724609,188652.0,,,,,
